Bending,162 255 163 187,1.0,1.0 1.0
Bending,163 255 162 166,1.0,1.0 1.0
Bending,187 255 162 166,1.0,1.0 1.0
Bending,166 255 163 187,1.0,1.0 1.0
Bending,162 163 40 255,1.0,1.0 1.0
Bending,162 187 72 255,1.0,1.0 1.0
Bending,40 162 224 163,1.0,1.0 1.0
Bending,72 162 224 187,1.0,1.0 1.0
Bending,224 162 40 72,1.0,1.0 1.0
Bending,163 166 45 255,1.0,1.0 1.0
Bending,40 163 225 162,1.0,1.0 1.0
Bending,163 45 225 166,1.0,1.0 1.0
Bending,225 163 40 45,1.0,1.0 1.0
Bending,187 166 85 255,1.0,1.0 1.0
Bending,72 187 162 237,1.0,1.0 1.0
Bending,187 85 166 237,1.0,1.0 1.0
Bending,187 237 85 72,1.0,1.0 1.0
Bending,45 166 163 227,1.0,1.0 1.0
Bending,85 166 227 187,1.0,1.0 1.0
Bending,227 166 85 45,1.0,1.0 1.0
Bending,40 224 162 39,1.0,1.0 1.0
Bending,40 225 163 41,1.0,1.0 1.0
Bending,40 39 224 41,1.0,1.0 1.0
Bending,40 41 225 39,1.0,1.0 1.0
Bending,72 224 162 73,1.0,1.0 1.0
Bending,72 237 74 187,1.0,1.0 1.0
Bending,72 73 224 74,1.0,1.0 1.0
Bending,72 74 73 237,1.0,1.0 1.0
Bending,225 45 163 47,1.0,1.0 1.0
Bending,227 45 166 46,1.0,1.0 1.0
Bending,45 47 225 46,1.0,1.0 1.0
Bending,45 46 227 47,1.0,1.0 1.0
Bending,85 237 86 187,1.0,1.0 1.0
Bending,227 85 84 166,1.0,1.0 1.0
Bending,85 86 84 237,1.0,1.0 1.0
Bending,84 85 227 86,1.0,1.0 1.0
Bending,224 39 161 40,1.0,1.0 1.0
Bending,224 73 161 72,1.0,1.0 1.0
Bending,224 161 39 73,1.0,1.0 1.0
Bending,225 41 160 40,1.0,1.0 1.0
Bending,225 47 160 45,1.0,1.0 1.0
Bending,160 225 41 47,1.0,1.0 1.0
Bending,74 237 72 186,1.0,1.0 1.0
Bending,237 86 85 186,1.0,1.0 1.0
Bending,186 237 86 74,1.0,1.0 1.0
Bending,227 46 167 45,1.0,1.0 1.0
Bending,227 84 85 167,1.0,1.0 1.0
Bending,227 167 84 46,1.0,1.0 1.0
Bending,41 39 196 40,1.0,1.0 1.0
Bending,161 39 224 105,1.0,1.0 1.0
Bending,196 39 41 105,1.0,1.0 1.0
Bending,105 39 161 196,1.0,1.0 1.0
Bending,73 74 72 207,1.0,1.0 1.0
Bending,73 161 128 224,1.0,1.0 1.0
Bending,73 207 128 74,1.0,1.0 1.0
Bending,128 73 161 207,1.0,1.0 1.0
Bending,160 41 225 106,1.0,1.0 1.0
Bending,41 196 39 106,1.0,1.0 1.0
Bending,41 106 160 196,1.0,1.0 1.0
Bending,74 186 237 126,1.0,1.0 1.0
Bending,74 207 73 126,1.0,1.0 1.0
Bending,74 126 186 207,1.0,1.0 1.0
Bending,46 47 198 45,1.0,1.0 1.0
Bending,160 47 225 108,1.0,1.0 1.0
Bending,198 47 108 46,1.0,1.0 1.0
Bending,108 47 160 198,1.0,1.0 1.0
Bending,84 86 211 85,1.0,1.0 1.0
Bending,186 86 136 237,1.0,1.0 1.0
Bending,211 86 84 136,1.0,1.0 1.0
Bending,136 86 211 186,1.0,1.0 1.0
Bending,46 167 227 110,1.0,1.0 1.0
Bending,46 198 110 47,1.0,1.0 1.0
Bending,46 110 198 167,1.0,1.0 1.0
Bending,84 167 227 135,1.0,1.0 1.0
Bending,211 84 86 135,1.0,1.0 1.0
Bending,84 135 211 167,1.0,1.0 1.0
Bending,161 105 243 39,1.0,1.0 1.0
Bending,128 161 243 73,1.0,1.0 1.0
Bending,161 243 128 105,1.0,1.0 1.0
Bending,160 106 244 41,1.0,1.0 1.0
Bending,160 108 244 47,1.0,1.0 1.0
Bending,160 244 106 108,1.0,1.0 1.0
Bending,186 126 74 250,1.0,1.0 1.0
Bending,136 186 86 250,1.0,1.0 1.0
Bending,186 250 136 126,1.0,1.0 1.0
Bending,110 167 245 46,1.0,1.0 1.0
Bending,135 167 84 245,1.0,1.0 1.0
Bending,245 167 135 110,1.0,1.0 1.0
Bending,105 196 3 39,1.0,1.0 1.0
Bending,106 196 4 41,1.0,1.0 1.0
Bending,3 196 4 105,1.0,1.0 1.0
Bending,196 4 3 106,1.0,1.0 1.0
Bending,128 207 73 15,1.0,1.0 1.0
Bending,126 207 17 74,1.0,1.0 1.0
Bending,15 207 128 17,1.0,1.0 1.0
Bending,17 207 126 15,1.0,1.0 1.0
Bending,108 198 8 47,1.0,1.0 1.0
Bending,198 110 6 46,1.0,1.0 1.0
Bending,8 198 6 108,1.0,1.0 1.0
Bending,198 6 8 110,1.0,1.0 1.0
Bending,136 211 19 86,1.0,1.0 1.0
Bending,211 135 18 84,1.0,1.0 1.0
Bending,211 19 18 136,1.0,1.0 1.0
Bending,18 211 19 135,1.0,1.0 1.0
Bending,105 243 161 104,1.0,1.0 1.0
Bending,105 3 196 104,1.0,1.0 1.0
Bending,104 105 3 243,1.0,1.0 1.0
Bending,128 243 129 161,1.0,1.0 1.0
Bending,128 15 129 207,1.0,1.0 1.0
Bending,128 129 243 15,1.0,1.0 1.0
Bending,106 244 160 107,1.0,1.0 1.0
Bending,106 4 196 107,1.0,1.0 1.0
Bending,106 107 4 244,1.0,1.0 1.0
Bending,250 126 186 127,1.0,1.0 1.0
Bending,17 126 127 207,1.0,1.0 1.0
Bending,126 127 17 250,1.0,1.0 1.0
Bending,108 244 160 109,1.0,1.0 1.0
Bending,8 108 198 109,1.0,1.0 1.0
Bending,108 109 244 8,1.0,1.0 1.0
Bending,136 250 137 186,1.0,1.0 1.0
Bending,136 19 211 137,1.0,1.0 1.0
Bending,136 137 19 250,1.0,1.0 1.0
Bending,245 110 167 111,1.0,1.0 1.0
Bending,110 6 198 111,1.0,1.0 1.0
Bending,110 111 245 6,1.0,1.0 1.0
Bending,245 135 134 167,1.0,1.0 1.0
Bending,18 135 211 134,1.0,1.0 1.0
Bending,134 135 18 245,1.0,1.0 1.0
Bending,104 243 105 159,1.0,1.0 1.0
Bending,129 243 128 159,1.0,1.0 1.0
Bending,243 159 129 104,1.0,1.0 1.0
Bending,107 244 106 157,1.0,1.0 1.0
Bending,244 109 108 157,1.0,1.0 1.0
Bending,244 157 107 109,1.0,1.0 1.0
Bending,250 127 185 126,1.0,1.0 1.0
Bending,137 250 136 185,1.0,1.0 1.0
Bending,185 250 137 127,1.0,1.0 1.0
Bending,245 111 169 110,1.0,1.0 1.0
Bending,245 134 135 169,1.0,1.0 1.0
Bending,169 245 134 111,1.0,1.0 1.0
Bending,3 4 196 5,1.0,1.0 1.0
Bending,104 3 195 105,1.0,1.0 1.0
Bending,3 5 195 4,1.0,1.0 1.0
Bending,3 195 5 104,1.0,1.0 1.0
Bending,17 15 16 207,1.0,1.0 1.0
Bending,129 15 128 208,1.0,1.0 1.0
Bending,16 15 208 17,1.0,1.0 1.0
Bending,208 15 16 129,1.0,1.0 1.0
Bending,107 4 197 106,1.0,1.0 1.0
Bending,4 5 3 197,1.0,1.0 1.0
Bending,4 197 5 107,1.0,1.0 1.0
Bending,17 127 209 126,1.0,1.0 1.0
Bending,16 17 209 15,1.0,1.0 1.0
Bending,17 209 16 127,1.0,1.0 1.0
Bending,8 6 198 7,1.0,1.0 1.0
Bending,8 109 200 108,1.0,1.0 1.0
Bending,8 7 6 200,1.0,1.0 1.0
Bending,8 200 7 109,1.0,1.0 1.0
Bending,18 19 211 20,1.0,1.0 1.0
Bending,137 19 212 136,1.0,1.0 1.0
Bending,19 20 18 212,1.0,1.0 1.0
Bending,19 212 20 137,1.0,1.0 1.0
Bending,6 111 199 110,1.0,1.0 1.0
Bending,6 7 199 8,1.0,1.0 1.0
Bending,6 199 7 111,1.0,1.0 1.0
Bending,18 134 210 135,1.0,1.0 1.0
Bending,18 20 210 19,1.0,1.0 1.0
Bending,18 210 20 134,1.0,1.0 1.0
Bending,104 159 243 37,1.0,1.0 1.0
Bending,104 195 3 37,1.0,1.0 1.0
Bending,104 37 195 159,1.0,1.0 1.0
Bending,129 159 243 75,1.0,1.0 1.0
Bending,208 129 75 15,1.0,1.0 1.0
Bending,129 75 208 159,1.0,1.0 1.0
Bending,107 157 34 244,1.0,1.0 1.0
Bending,107 197 34 4,1.0,1.0 1.0
Bending,34 107 197 157,1.0,1.0 1.0
