Bending,33 63 32 35,100.0,1.0 1.0
Bending,35 63 33 45,100.0,1.0 1.0
Bending,32 63 33 45,100.0,1.0 1.0
Bending,45 63 32 35,100.0,1.0 1.0
Bending,33 35 6 63,100.0,1.0 1.0
Bending,32 33 4 63,100.0,1.0 1.0
Bending,33 6 35 52,100.0,1.0 1.0
Bending,33 4 32 52,100.0,1.0 1.0
Bending,33 52 4 6,100.0,1.0 1.0
Bending,35 45 19 63,100.0,1.0 1.0
Bending,35 6 33 53,100.0,1.0 1.0
Bending,35 19 53 45,100.0,1.0 1.0
Bending,35 53 19 6,100.0,1.0 1.0
Bending,32 45 15 63,100.0,1.0 1.0
Bending,32 4 33 51,100.0,1.0 1.0
Bending,32 15 51 45,100.0,1.0 1.0
Bending,32 51 4 15,100.0,1.0 1.0
Bending,19 45 35 58,100.0,1.0 1.0
Bending,45 15 32 58,100.0,1.0 1.0
Bending,58 45 19 15,100.0,1.0 1.0
Bending,52 6 33 8,100.0,1.0 1.0
Bending,53 6 35 7,100.0,1.0 1.0
Bending,8 6 52 7,100.0,1.0 1.0
Bending,6 7 53 8,100.0,1.0 1.0
Bending,4 52 33 5,100.0,1.0 1.0
Bending,51 4 32 3,100.0,1.0 1.0
Bending,4 5 3 52,100.0,1.0 1.0
Bending,3 4 51 5,100.0,1.0 1.0
Bending,19 53 18 35,100.0,1.0 1.0
Bending,58 19 20 45,100.0,1.0 1.0
Bending,18 19 20 53,100.0,1.0 1.0
Bending,19 20 18 58,100.0,1.0 1.0
Bending,51 15 16 32,100.0,1.0 1.0
Bending,58 15 17 45,100.0,1.0 1.0
Bending,16 15 17 51,100.0,1.0 1.0
Bending,17 15 16 58,100.0,1.0 1.0
Bending,8 52 6 30,100.0,1.0 1.0
Bending,52 5 4 30,100.0,1.0 1.0
Bending,52 30 5 8,100.0,1.0 1.0
Bending,53 7 36 6,100.0,1.0 1.0
Bending,18 53 19 36,100.0,1.0 1.0
Bending,36 53 18 7,100.0,1.0 1.0
Bending,51 3 4 31,100.0,1.0 1.0
Bending,16 51 15 31,100.0,1.0 1.0
Bending,51 31 16 3,100.0,1.0 1.0
Bending,58 20 19 44,100.0,1.0 1.0
Bending,17 58 44 15,100.0,1.0 1.0
Bending,58 44 17 20,100.0,1.0 1.0
Bending,8 7 54 6,100.0,1.0 1.0
Bending,8 30 34 52,100.0,1.0 1.0
Bending,8 34 54 30,100.0,1.0 1.0
Bending,8 54 34 7,100.0,1.0 1.0
Bending,3 5 50 4,100.0,1.0 1.0
Bending,5 30 52 25,100.0,1.0 1.0
Bending,25 5 50 30,100.0,1.0 1.0
Bending,50 5 3 25,100.0,1.0 1.0
Bending,36 7 37 53,100.0,1.0 1.0
Bending,54 7 37 8,100.0,1.0 1.0
Bending,37 7 36 54,100.0,1.0 1.0
Bending,3 31 51 29,100.0,1.0 1.0
Bending,50 3 5 29,100.0,1.0 1.0
Bending,3 29 50 31,100.0,1.0 1.0
Bending,18 20 19 59,100.0,1.0 1.0
Bending,18 36 53 47,100.0,1.0 1.0
Bending,18 47 36 59,100.0,1.0 1.0
Bending,18 59 20 47,100.0,1.0 1.0
Bending,16 17 56 15,100.0,1.0 1.0
Bending,16 31 51 42,100.0,1.0 1.0
Bending,16 42 56 31,100.0,1.0 1.0
Bending,16 56 17 42,100.0,1.0 1.0
Bending,20 44 58 46,100.0,1.0 1.0
Bending,59 20 18 46,100.0,1.0 1.0
Bending,20 46 59 44,100.0,1.0 1.0
Bending,17 44 40 58,100.0,1.0 1.0
Bending,56 17 16 40,100.0,1.0 1.0
Bending,40 17 56 44,100.0,1.0 1.0
Bending,60 30 34 25,100.0,1.0 1.0
Bending,34 30 8 60,100.0,1.0 1.0
Bending,25 30 5 60,100.0,1.0 1.0
Bending,36 37 64 7,100.0,1.0 1.0
Bending,64 36 37 47,100.0,1.0 1.0
Bending,36 47 64 18,100.0,1.0 1.0
Bending,29 31 3 62,100.0,1.0 1.0
Bending,62 31 42 29,100.0,1.0 1.0
Bending,42 31 16 62,100.0,1.0 1.0
Bending,44 46 65 20,100.0,1.0 1.0
Bending,40 44 17 65,100.0,1.0 1.0
Bending,65 44 40 46,100.0,1.0 1.0
Bending,34 60 24 30,100.0,1.0 1.0
Bending,25 60 24 30,100.0,1.0 1.0
Bending,24 60 34 25,100.0,1.0 1.0
Bending,34 54 8 11,100.0,1.0 1.0
Bending,24 34 11 60,100.0,1.0 1.0
Bending,34 11 54 24,100.0,1.0 1.0
Bending,25 50 2 5,100.0,1.0 1.0
Bending,24 25 2 60,100.0,1.0 1.0
Bending,25 2 50 24,100.0,1.0 1.0
Bending,37 54 7 9,100.0,1.0 1.0
Bending,11 54 34 9,100.0,1.0 1.0
Bending,9 54 37 11,100.0,1.0 1.0
Bending,50 29 1 3,100.0,1.0 1.0
Bending,50 2 1 25,100.0,1.0 1.0
Bending,1 50 2 29,100.0,1.0 1.0
Bending,64 37 36 38,100.0,1.0 1.0
Bending,37 38 64 9,100.0,1.0 1.0
Bending,9 37 38 54,100.0,1.0 1.0
Bending,29 62 28 31,100.0,1.0 1.0
Bending,28 29 1 62,100.0,1.0 1.0
Bending,1 29 50 28,100.0,1.0 1.0
Bending,64 47 36 38,100.0,1.0 1.0
Bending,64 38 37 47,100.0,1.0 1.0
Bending,42 62 28 31,100.0,1.0 1.0
Bending,28 62 42 29,100.0,1.0 1.0
Bending,59 47 18 22,100.0,1.0 1.0
Bending,38 47 64 22,100.0,1.0 1.0
Bending,22 47 38 59,100.0,1.0 1.0
Bending,56 42 16 12,100.0,1.0 1.0
Bending,42 28 12 62,100.0,1.0 1.0
Bending,42 12 56 28,100.0,1.0 1.0
Bending,59 46 20 23,100.0,1.0 1.0
Bending,59 22 23 47,100.0,1.0 1.0
Bending,59 23 22 46,100.0,1.0 1.0
Bending,56 40 17 14,100.0,1.0 1.0
Bending,56 12 42 14,100.0,1.0 1.0
Bending,56 14 40 12,100.0,1.0 1.0
Bending,65 46 41 44,100.0,1.0 1.0
Bending,41 46 65 23,100.0,1.0 1.0
Bending,46 23 41 59,100.0,1.0 1.0
Bending,40 65 41 44,100.0,1.0 1.0
Bending,40 41 65 14,100.0,1.0 1.0
Bending,40 14 56 41,100.0,1.0 1.0
Bending,65 41 40 46,100.0,1.0 1.0
Bending,24 11 48 34,100.0,1.0 1.0
Bending,24 2 48 25,100.0,1.0 1.0
Bending,24 48 2 11,100.0,1.0 1.0
